transaction_amount,user_age,account_age_days,num_transactions_last_24h,is_foreign_transaction,is_high_risk_merchant,device_type,card_present,fraud
192.78,37,2293,0,0,0,desktop,0,0
118.63,18,1502,1,0,0,desktop,1,0
10.24,38,309,2,0,0,tablet,1,0
248.18,66,231,4,0,1,desktop,0,0
304.4,62,155,3,0,1,mobile,1,0
7.56,18,1199,1,0,1,desktop,1,0
38.9,27,2896,3,0,0,mobile,1,0
196.91,64,115,4,0,0,mobile,1,0
165.52,49,1414,2,1,0,desktop,0,0
24.48,56,311,3,0,0,mobile,0,0
28.19,39,993,1,0,0,mobile,0,0
55.53,35,2348,0,0,0,desktop,0,0
79.52,65,1042,1,0,0,desktop,1,0
115.56,63,2832,1,0,0,desktop,1,0
55.24,49,12,3,0,1,mobile,1,0
74.51,44,1428,1,0,0,desktop,1,0
165.15,45,2280,4,0,0,desktop,0,0
4.48,35,2014,4,0,0,desktop,0,0
34.91,56,730,1,0,0,desktop,0,0
149.94,66,1302,1,0,0,mobile,0,0
270.69,46,1377,1,0,0,mobile,1,0
86.01,35,2037,3,1,0,desktop,1,0
91.14,61,2351,3,0,1,desktop,1,0
13.6,25,541,2,0,1,mobile,1,0
71.18,48,2518,2,1,0,desktop,0,0
91.27,51,2861,4,1,1,mobile,1,0
33.32,24,77,1,0,0,mobile,1,0
37.64,53,24,2,0,1,mobile,0,1
56.84,35,1039,2,0,1,mobile,1,0
2.43,55,676,2,0,0,mobile,0,0
46.65,26,2573,3,0,0,desktop,1,0
28.51,26,2395,2,0,0,mobile,1,0
47.61,63,172,1,0,1,mobile,1,0
15.31,25,1893,3,0,0,tablet,1,0
265.45,68,2760,2,0,0,mobile,1,0
108.05,52,489,2,1,0,desktop,1,0
136.4,35,1486,4,0,0,tablet,1,0
186.81,22,2426,0,0,0,mobile,0,0
82.8,31,2420,5,0,0,desktop,1,0
10.91,45,757,1,0,0,tablet,1,0
92.43,47,2525,1,0,0,desktop,1,0
106.07,21,2430,2,0,0,mobile,0,0
164.19,56,155,1,0,0,mobile,0,0
67.8,37,257,1,0,0,mobile,1,0
16.38,42,1780,0,0,0,desktop,0,0
40.05,45,674,1,0,0,desktop,0,0
54.13,29,2116,1,0,0,desktop,0,0
124.59,19,2392,1,0,0,mobile,0,0
101.49,60,673,1,0,0,mobile,0,0
52.82,31,2439,0,0,0,mobile,1,0
516.74,39,1473,3,0,0,mobile,1,0
111.7,48,259,1,0,1,desktop,1,0
32.5,40,307,2,0,1,mobile,1,0
12.88,65,1119,1,0,0,mobile,0,0
19.91,37,2998,1,0,0,desktop,1,0
33.88,55,246,1,0,0,mobile,1,0
21.02,21,2781,1,1,0,tablet,0,0
24.78,32,1659,4,0,0,mobile,0,0
40.27,41,187,5,0,0,tablet,1,0
22.85,42,1798,1,1,0,mobile,0,0
272.49,18,925,0,0,0,mobile,1,0
10.04,24,785,3,0,1,desktop,1,0
89.21,48,1596,4,0,0,desktop,0,0
63.4,29,2456,4,0,0,mobile,1,0
484.64,59,1361,4,0,1,desktop,1,0
14.26,22,341,3,0,0,tablet,0,0
60.87,61,563,2,0,1,mobile,1,0
418.69,67,651,0,0,0,desktop,0,0
240.75,59,1194,3,0,0,mobile,1,0
203.84,55,69,3,0,0,mobile,0,0
35.79,29,1584,2,0,0,mobile,1,0
22.49,56,2429,1,0,0,mobile,0,0
132.55,35,2105,2,0,0,mobile,1,0
318.05,19,1301,1,0,0,mobile,1,0
97.64,27,2898,0,0,0,mobile,0,0
101.73,32,1123,4,0,0,desktop,1,0
39.42,47,916,1,1,0,desktop,0,0
176.1,61,2373,4,0,0,mobile,1,0
24.85,34,461,2,0,1,mobile,1,0
46.93,21,2227,1,0,0,tablet,1,0
66.5,24,844,3,0,1,mobile,0,0
85.02,58,574,2,0,0,mobile,0,0
33.31,48,119,1,0,0,mobile,1,0
14.64,68,2597,0,0,0,desktop,1,0
113.18,56,646,0,0,0,mobile,1,0
40.87,51,1479,4,1,0,mobile,1,0
104.45,23,2074,4,0,0,desktop,1,0
20.12,67,1514,3,0,0,mobile,1,0
78.73,55,2032,1,0,0,mobile,0,0
91.27,62,1032,1,1,0,tablet,0,1
6.39,68,969,4,0,0,mobile,0,0
49.25,51,2011,1,0,0,desktop,0,0
17.32,61,1540,3,1,0,mobile,1,0
7.86,32,2581,1,0,0,mobile,1,0
552.14,31,2197,3,0,0,mobile,1,0
46.7,23,1512,2,0,0,desktop,0,0
199.21,67,1049,2,0,0,mobile,1,0
35.27,54,655,3,1,1,mobile,1,1
137.3,67,1955,3,0,0,tablet,1,0
171.37,49,2993,2,0,0,desktop,1,0
108.65,20,555,1,0,0,mobile,0,0
76.54,20,425,1,0,0,mobile,0,0
63.69,39,293,2,0,1,mobile,1,0
51.49,39,1209,2,0,0,mobile,1,0
318.31,27,2602,3,0,0,tablet,0,0
213.07,68,431,0,0,1,tablet,1,0
402.38,20,2652,4,0,1,mobile,1,0
15.93,29,317,3,0,0,mobile,1,0
157.51,46,398,0,0,0,tablet,0,0
334.34,65,1348,2,0,0,desktop,1,0
23.99,34,1589,0,0,0,mobile,0,0
8.26,24,596,2,1,0,mobile,0,0
162.17,30,2594,1,0,0,mobile,1,0
102.53,19,2124,4,0,0,tablet,1,0
221.29,21,2913,1,0,0,mobile,0,0
18.07,27,1944,0,0,1,desktop,0,0
190.33,56,916,2,0,0,mobile,1,0
27.02,41,2757,2,0,1,tablet,1,0
21.45,34,2534,1,0,0,mobile,1,0
21.53,69,2795,2,0,0,mobile,1,0
202.21,23,1256,3,0,0,mobile,1,0
131.31,36,2598,2,0,0,mobile,1,0
88.85,22,976,1,0,0,mobile,1,0
53.34,49,1076,0,0,0,desktop,0,0
251.66,27,2990,2,0,0,mobile,0,0
59.8,26,2967,2,0,0,mobile,0,0
203.53,44,1245,1,0,0,mobile,0,0
69.39,30,1452,3,0,0,mobile,0,0
56.77,36,1167,1,0,0,mobile,1,0
74.54,38,2029,4,0,1,mobile,0,0
43.04,41,363,3,0,1,mobile,0,0
165.21,55,2430,4,0,0,mobile,0,0
83.83,21,2319,3,0,0,mobile,0,0
31.71,41,2346,0,0,0,mobile,1,0
275.8,52,234,3,1,0,mobile,0,0
58.12,20,2623,1,0,0,desktop,1,0
94.11,21,1732,0,0,1,mobile,0,0
284.34,54,27,2,0,0,mobile,1,0
117.46,57,1495,3,1,0,desktop,0,0
14.92,65,93,3,0,0,mobile,1,0
337.27,52,2665,0,0,0,mobile,0,0
118.57,48,309,0,0,0,mobile,1,0
48.94,61,52,3,0,0,desktop,0,0
18.0,42,319,2,0,0,desktop,1,0
189.6,57,1993,5,0,0,desktop,0,0
116.13,30,181,3,0,0,desktop,0,0
91.49,21,1593,1,0,0,desktop,1,0
269.2,63,2923,1,0,0,desktop,1,0
186.48,31,647,1,0,0,mobile,1,0
19.74,30,1962,2,0,0,mobile,1,0
44.83,44,1284,0,0,0,tablet,1,0
34.28,23,2245,4,0,0,tablet,1,0
163.48,34,2693,0,0,0,mobile,1,0
4.09,53,2303,2,0,0,mobile,1,0
101.25,57,2025,2,0,0,desktop,0,0
172.49,66,2780,1,0,0,mobile,1,0
251.24,52,336,1,0,0,mobile,1,0
50.24,34,1577,3,0,0,desktop,1,0
206.62,58,1526,2,0,0,mobile,1,0
14.07,19,990,5,0,0,mobile,1,0
224.85,30,2948,1,0,0,desktop,1,0
16.37,69,1279,4,0,0,mobile,0,0
60.76,19,514,2,0,0,tablet,0,0
191.52,69,2030,2,1,0,tablet,0,0
19.49,45,242,2,0,0,desktop,1,0
31.25,60,2197,4,0,0,tablet,0,0
153.73,43,1734,0,0,0,mobile,0,0
152.77,39,2805,1,0,0,mobile,0,0
122.98,64,2668,1,0,0,desktop,0,0
142.08,60,2501,3,0,0,mobile,0,0
93.9,20,2260,1,0,0,mobile,0,0
34.81,52,668,1,0,0,desktop,0,0
50.9,29,594,3,0,0,desktop,1,0
24.05,41,2179,2,0,1,desktop,1,0
286.91,22,2660,6,0,0,desktop,1,0
105.07,37,256,4,0,1,desktop,1,0
61.47,56,1503,1,0,0,desktop,1,0
74.39,56,561,1,0,0,mobile,1,0
353.14,30,2111,1,0,0,mobile,1,0
19.98,58,1335,2,0,0,desktop,0,0
105.89,62,407,2,0,0,mobile,1,0
84.6,29,2850,7,0,0,tablet,0,0
113.44,30,1861,3,0,0,desktop,0,0
2.19,27,2063,1,0,1,desktop,0,0
246.8,50,1711,1,0,0,tablet,1,0
322.8,57,259,1,0,0,desktop,1,0
99.93,33,723,1,0,0,mobile,0,0
143.14,62,1283,2,0,0,mobile,1,0
306.9,52,614,2,0,0,mobile,1,0
147.41,20,1695,1,0,0,mobile,0,0
19.86,22,1979,3,1,0,mobile,1,0
103.04,43,813,1,1,0,desktop,1,0
111.99,28,1787,0,1,0,mobile,0,0
66.22,24,331,2,0,0,mobile,0,0
160.02,27,2213,5,0,0,mobile,1,0
326.84,59,1217,2,0,0,mobile,1,0
311.75,69,1545,2,0,1,mobile,0,0
71.92,51,1398,1,0,0,mobile,1,0
14.42,20,387,3,0,0,desktop,0,0
502.7,25,1519,1,0,0,mobile,1,0
219.09,48,1818,1,0,0,mobile,1,0
15.98,28,1818,2,0,0,mobile,0,0
304.36,62,1815,3,0,0,desktop,0,0
244.73,24,2376,1,0,0,desktop,0,0
87.79,62,1516,4,0,0,tablet,1,0
107.37,19,1241,3,1,0,desktop,1,0
61.1,23,320,3,0,0,mobile,1,0
6.76,58,399,2,0,0,mobile,1,0
48.99,49,1915,4,0,0,mobile,1,0
194.86,37,105,3,0,0,desktop,0,0
0.56,51,696,2,0,0,mobile,1,0
48.69,67,330,3,0,0,desktop,0,0
60.93,33,660,2,0,0,mobile,1,0
92.51,42,2647,1,0,0,mobile,1,0
302.87,29,821,2,0,0,mobile,1,0
51.02,24,1973,4,0,0,desktop,1,0
51.13,56,2689,3,0,0,mobile,0,0
160.5,34,1794,5,1,1,desktop,0,1
72.23,62,2362,2,0,0,mobile,1,0
30.53,28,462,0,0,0,mobile,1,0
72.27,23,1608,1,0,0,mobile,0,0
18.22,40,2534,1,0,0,mobile,0,0
23.29,44,1676,0,0,0,mobile,0,0
82.79,63,2458,0,0,0,mobile,1,0
65.15,23,2075,4,1,0,mobile,1,0
295.6,55,271,2,0,1,desktop,1,0
54.0,19,2734,4,0,0,mobile,1,0
104.27,39,2549,1,0,0,mobile,1,0
120.05,37,385,1,1,0,desktop,0,0
1.58,42,60,1,0,0,desktop,1,0
130.71,32,1131,6,0,1,mobile,1,0
23.53,66,220,2,0,1,desktop,0,0
389.52,46,1465,2,0,0,desktop,0,0
19.31,25,2819,3,0,0,mobile,1,0
64.26,54,1907,6,0,0,mobile,0,0
10.71,66,2612,4,0,0,mobile,1,0
692.17,69,1596,2,0,0,mobile,1,0
83.71,50,2594,1,0,0,tablet,1,0
108.58,39,96,2,0,0,mobile,1,0
8.33,67,989,2,0,0,mobile,1,0
166.34,64,1113,1,0,0,tablet,0,0
28.27,22,2876,0,0,0,desktop,1,0
274.0,56,1946,0,0,0,mobile,0,0
27.55,35,2279,1,0,0,desktop,1,0
25.39,55,968,2,0,0,desktop,1,0
4.47,54,2323,4,0,0,desktop,0,0
76.65,47,246,0,0,0,mobile,1,0
99.85,68,2159,4,0,1,mobile,1,0
8.16,48,234,5,0,0,mobile,1,0
179.28,27,2465,2,0,0,mobile,1,0
72.46,32,2726,1,0,0,mobile,1,0
89.18,59,1152,2,0,0,desktop,1,0
69.74,65,1261,1,0,0,mobile,0,0
61.45,61,803,1,0,1,mobile,0,0
98.42,35,2667,2,0,1,desktop,0,0
20.24,40,2755,0,0,0,mobile,0,0
24.1,50,2899,0,0,1,desktop,0,0
237.47,33,1418,3,0,0,desktop,1,0
350.51,55,2523,2,0,0,tablet,1,0
56.08,52,655,2,0,0,mobile,1,0
37.89,51,2443,0,0,0,desktop,0,0
123.94,45,111,1,0,1,desktop,1,0
63.06,19,90,0,0,0,desktop,1,0
3.09,47,763,1,0,1,desktop,1,0
20.37,30,1304,0,0,0,mobile,1,0
151.04,58,1357,2,0,0,mobile,1,0
129.08,33,2180,3,0,0,desktop,0,0
3.3,22,1037,2,0,0,desktop,1,0
30.12,45,2505,5,1,0,desktop,1,0
31.53,56,1465,4,0,0,mobile,1,0
133.73,62,98,2,0,0,mobile,1,0
2.39,37,1144,1,0,0,mobile,1,0
13.19,41,293,2,0,0,desktop,1,0
193.08,44,1840,1,0,0,desktop,1,0
23.6,47,1735,2,0,0,mobile,1,0
126.92,62,1025,3,1,0,desktop,1,0
32.65,44,2620,2,0,0,mobile,1,0
12.57,43,2298,0,0,0,mobile,0,0
33.43,24,652,3,0,0,mobile,1,0
153.73,59,2197,7,0,1,desktop,0,0
232.3,64,2092,2,1,1,desktop,1,0
212.79,55,1907,2,0,0,mobile,1,0
60.74,22,1722,2,1,0,mobile,0,0
132.35,40,1068,2,0,0,desktop,0,0
27.53,45,2210,2,0,1,mobile,1,0
41.63,51,1817,1,0,0,tablet,1,0
271.99,32,253,1,0,0,desktop,1,0
1.57,49,132,3,0,1,mobile,1,0
10.73,43,1908,3,0,1,mobile,1,0
27.97,65,1911,2,0,0,mobile,0,0
3.23,48,2522,2,1,0,mobile,1,0
24.02,36,1680,2,0,0,desktop,1,0
104.97,26,1133,0,0,0,mobile,1,0
65.66,46,2754,3,0,0,desktop,0,0
267.82,68,1059,2,0,0,mobile,1,0
204.08,56,1926,2,0,0,tablet,0,0
50.19,21,2323,1,1,1,mobile,0,0
36.04,20,187,3,0,0,desktop,0,0
57.3,46,949,5,0,0,desktop,1,0
107.08,69,2291,0,0,0,mobile,1,0
37.45,28,264,0,0,0,mobile,1,0
117.43,50,1998,1,0,1,desktop,0,0
63.2,55,522,2,0,0,mobile,1,0
96.37,28,1565,2,0,0,mobile,1,0
68.75,44,783,1,0,0,tablet,1,0
41.86,50,535,5,0,0,mobile,1,0
355.83,38,210,0,0,0,mobile,1,0
173.07,56,2094,1,0,0,desktop,1,0
18.11,48,1564,2,0,0,desktop,0,0
243.42,55,26,2,0,0,mobile,0,0
80.2,63,175,3,0,0,mobile,0,0
269.94,19,1540,0,0,1,desktop,1,0
193.05,44,1335,2,0,0,mobile,1,0
66.45,53,322,0,0,0,desktop,1,0
2.73,28,1603,1,0,0,mobile,0,0
37.55,64,1159,4,0,1,desktop,1,0
93.61,35,55,6,0,1,mobile,1,1
120.44,18,1567,0,0,0,tablet,1,0
35.79,52,1610,3,0,0,mobile,0,0
18.01,52,1873,0,0,0,mobile,1,0
216.17,48,2716,0,0,0,mobile,1,0
499.27,45,2195,1,0,0,mobile,1,0
89.51,56,1509,4,0,0,mobile,0,0
22.6,18,2647,3,0,0,desktop,0,0
38.15,42,2068,0,1,0,desktop,1,0
2.23,60,333,0,0,0,mobile,1,0
294.83,55,1579,0,0,0,mobile,0,0
15.03,37,907,2,0,0,desktop,1,0
103.11,20,2992,4,0,0,mobile,0,0
38.43,68,911,2,0,0,mobile,1,0
96.94,19,401,3,0,0,mobile,1,0
126.47,35,950,0,0,1,mobile,0,0
212.45,61,1330,3,0,0,mobile,0,0
27.74,27,2076,5,0,0,desktop,1,0
1.33,22,2515,2,0,0,mobile,1,0
17.66,26,1911,4,0,0,desktop,0,0
276.33,19,101,2,0,0,mobile,1,0
248.47,51,551,3,0,0,mobile,1,0
109.18,55,2850,1,0,0,mobile,1,0
110.11,48,2401,1,0,0,tablet,1,0
131.25,27,1706,1,0,0,mobile,1,0
23.14,67,2344,5,0,0,mobile,1,0
294.99,29,353,2,0,0,mobile,1,0
65.11,53,2956,3,0,0,mobile,1,0
57.97,38,1019,0,0,0,mobile,0,0
87.81,66,1180,1,0,0,mobile,1,0
5.77,64,1098,3,0,0,mobile,0,0
21.82,23,2503,2,0,1,tablet,1,0
160.74,65,2760,1,0,0,mobile,1,0
10.37,66,980,1,0,0,desktop,0,0
110.9,20,1356,1,1,0,mobile,0,0
33.78,27,739,1,0,0,mobile,0,0
59.18,22,977,1,0,0,tablet,0,0
40.88,63,1372,2,0,0,desktop,1,0
52.75,43,2281,2,0,0,desktop,1,0
152.35,38,1802,0,0,0,desktop,0,0
42.31,62,2150,1,0,0,tablet,0,0
100.28,43,953,1,0,0,mobile,1,0
77.56,55,481,4,0,0,mobile,0,0
130.76,61,1238,1,0,1,mobile,1,0
331.43,43,108,1,0,0,desktop,0,0
158.27,25,973,0,0,0,desktop,1,0
29.04,22,1627,0,0,0,desktop,1,0
3.8,32,704,1,0,0,mobile,0,0
36.5,33,2383,4,0,0,tablet,0,0
108.49,18,2134,1,0,0,mobile,1,0
6.34,33,2782,1,1,0,desktop,0,0
82.31,54,875,1,0,0,mobile,1,0
109.01,20,1448,1,0,0,tablet,0,0
48.82,69,2412,1,0,0,mobile,1,0
176.84,64,2108,0,0,1,mobile,1,0
13.53,48,1274,1,0,0,tablet,1,0
9.37,30,560,1,0,0,tablet,0,0
156.32,33,117,3,0,0,mobile,1,0
82.1,60,874,5,0,0,tablet,1,0
139.93,38,2963,7,1,0,desktop,1,0
68.47,19,968,5,0,0,mobile,1,0
33.95,44,1569,0,0,0,mobile,0,0
205.18,55,44,3,0,0,mobile,0,0
192.78,43,509,4,0,0,mobile,0,0
142.37,55,2012,1,0,0,desktop,0,0
38.12,63,1189,1,0,0,mobile,0,0
107.06,42,1316,4,0,0,desktop,0,0
53.74,28,849,1,0,1,desktop,0,0
11.53,25,1880,0,0,1,desktop,0,0
299.12,25,917,1,0,0,tablet,0,0
17.66,50,2946,2,0,0,desktop,0,0
360.06,24,799,0,0,0,mobile,0,0
70.87,55,876,3,1,0,desktop,1,0
24.57,38,1761,2,0,0,tablet,0,0
93.68,25,2334,5,0,0,mobile,0,0
247.58,68,2732,3,0,0,tablet,0,0
158.11,38,819,3,0,0,mobile,1,0
197.14,37,2169,1,1,0,mobile,1,0
129.03,25,945,2,0,0,desktop,0,0
141.43,63,907,4,0,0,desktop,1,0
227.01,48,13,2,0,0,desktop,1,0
34.47,67,603,1,0,0,mobile,1,0
80.67,46,200,2,0,1,desktop,1,0
30.0,65,2634,5,0,0,desktop,1,0
527.47,26,1792,3,0,0,mobile,0,0
346.02,32,448,1,0,0,mobile,0,0
4.83,47,1812,4,0,1,desktop,1,0
146.73,43,841,0,0,0,mobile,1,0
311.23,27,590,2,0,0,mobile,1,0
23.9,46,1154,2,0,0,mobile,0,0
100.7,33,2937,2,0,0,desktop,0,0
296.5,53,2091,5,0,0,mobile,1,0
4.14,37,520,1,0,0,mobile,1,0
143.45,62,1037,1,0,0,mobile,1,0
42.35,54,725,1,0,0,mobile,1,0
309.87,39,2671,1,0,0,mobile,0,0
425.1,24,988,2,0,0,mobile,1,0
346.46,40,803,3,0,0,mobile,1,0
77.14,58,2583,3,0,0,mobile,1,0
237.7,57,2350,2,0,0,tablet,1,0
223.37,46,527,1,0,0,mobile,1,0
46.12,33,1666,1,0,0,desktop,0,0
211.87,55,1139,4,0,0,desktop,0,0
4.53,45,460,2,0,0,mobile,0,0
108.84,65,2880,1,0,0,mobile,1,0
31.37,55,2553,1,0,0,tablet,0,0
15.42,48,932,5,0,0,desktop,0,0
9.61,31,1987,1,0,0,mobile,1,0
143.0,50,325,2,0,0,mobile,0,0
49.84,26,579,4,0,0,mobile,0,0
154.82,44,2809,2,0,0,desktop,1,0
8.11,41,2899,2,0,1,tablet,1,0
45.45,30,1538,1,0,0,mobile,1,0
93.05,43,2550,1,0,0,mobile,1,0
187.69,46,2001,1,0,0,mobile,1,0
46.06,68,2382,2,0,0,tablet,1,0
117.99,66,2332,2,1,0,mobile,1,0
260.56,60,475,0,0,0,desktop,0,0
114.81,45,1078,3,0,1,mobile,1,0
31.83,45,1482,3,0,0,desktop,0,0
2.96,25,1603,1,0,0,mobile,0,0
244.92,40,1444,3,0,0,tablet,0,0
2.58,46,632,4,0,0,mobile,0,0
249.25,22,703,4,0,1,desktop,1,0
90.33,59,2457,2,0,0,mobile,1,0
335.76,24,982,1,0,0,desktop,0,0
192.4,59,1328,0,0,0,mobile,1,0
741.86,53,1959,3,0,0,mobile,1,0
51.83,58,559,2,0,1,mobile,1,0
174.9,44,222,0,1,0,mobile,1,0
61.69,63,1557,5,0,0,mobile,0,0
78.44,19,2206,4,0,0,mobile,1,0
118.5,42,348,1,0,1,mobile,1,0
248.27,26,1183,4,0,0,mobile,1,0
496.85,44,889,3,0,1,mobile,0,0
175.46,18,922,4,0,0,mobile,0,0
64.91,40,1259,3,0,0,mobile,1,0
65.65,27,2710,1,0,0,mobile,0,0
160.54,59,405,3,0,0,desktop,1,0
32.74,69,1281,2,0,0,mobile,1,0
14.05,42,677,2,0,0,desktop,0,0
52.55,20,589,2,0,0,mobile,1,0
40.63,23,1621,1,0,1,tablet,1,0
42.17,23,2606,5,0,1,mobile,0,0
31.93,19,2953,4,0,1,desktop,1,0
5.16,35,2527,1,0,0,mobile,1,0
2.16,40,2535,3,0,0,mobile,1,0
528.0,19,1595,3,0,0,mobile,1,0
66.99,29,566,4,0,0,mobile,1,0
58.2,39,2572,1,0,1,mobile,0,0
136.6,54,704,1,0,1,mobile,1,0
29.55,37,2869,2,0,0,tablet,1,0
359.39,56,858,1,0,1,mobile,0,0
185.21,41,1285,1,0,0,mobile,1,0
11.24,65,585,0,0,0,desktop,1,0
64.87,37,2734,2,0,1,desktop,0,0
253.55,18,232,2,0,0,mobile,1,0
347.47,18,2318,1,0,0,desktop,0,0
75.6,34,2988,1,0,0,mobile,1,0
114.05,18,2922,3,1,0,mobile,1,0
21.93,69,1246,2,0,0,mobile,0,0
567.53,62,52,1,0,0,mobile,1,0
31.62,47,2164,1,0,0,mobile,1,0
343.2,58,538,1,0,0,mobile,1,0
125.86,64,541,2,0,0,mobile,1,0
112.3,20,1043,4,0,1,mobile,1,0
86.26,63,815,1,0,0,desktop,0,0
31.47,28,1416,0,0,0,desktop,1,0
23.31,41,2839,1,0,0,desktop,1,0
29.89,39,1653,2,0,1,desktop,0,0
24.76,61,2666,0,0,0,desktop,0,0
181.47,62,419,3,0,1,desktop,1,0
51.72,43,2357,1,0,0,mobile,1,0
7.15,30,864,1,0,0,mobile,1,0
417.25,18,186,7,0,0,mobile,1,0
258.28,41,261,1,0,0,mobile,1,0
315.32,27,1552,1,0,0,mobile,0,0
633.61,52,1297,0,0,0,mobile,1,0
22.92,41,2208,5,0,0,tablet,1,0
60.55,45,2918,1,0,0,mobile,0,0
170.38,53,762,2,0,0,mobile,1,0
142.9,33,224,0,0,0,mobile,1,0
20.05,57,1280,2,0,0,desktop,1,0
203.03,33,180,2,0,0,mobile,1,0
30.5,34,2068,4,0,0,mobile,1,0
30.4,68,1648,2,0,0,tablet,0,0
92.4,32,632,2,0,0,desktop,1,0
107.86,33,1537,2,0,0,desktop,1,0
104.12,32,2106,0,0,0,tablet,0,0
11.51,51,2771,5,0,1,mobile,0,0
251.92,28,1964,1,0,0,desktop,1,0
37.04,18,615,6,0,0,mobile,1,0
16.64,32,562,3,0,0,desktop,1,0
263.51,43,2422,3,0,0,mobile,1,0
373.88,68,622,2,0,1,mobile,0,0
237.77,21,2136,1,0,0,mobile,1,0
198.98,60,1014,5,0,0,mobile,1,0
127.79,22,2062,0,0,0,mobile,1,0
96.05,52,2181,2,0,0,mobile,1,0
10.92,30,1961,3,0,0,desktop,1,0
63.0,27,1058,1,0,0,mobile,0,0
55.96,28,2940,2,0,0,mobile,0,0
36.09,35,592,1,0,0,desktop,1,0
154.23,51,583,2,0,0,desktop,0,0
82.19,56,1614,1,0,0,mobile,1,0
10.14,58,1102,1,0,0,mobile,1,0
29.84,59,289,4,0,0,desktop,1,0
137.96,67,1569,3,0,0,mobile,1,0
9.5,40,2927,3,0,0,mobile,1,0
228.62,24,1444,1,1,0,mobile,0,1
82.02,56,7,1,0,0,tablet,1,0
78.61,20,1184,3,0,0,mobile,1,0
107.7,29,240,5,0,0,mobile,1,0
208.94,24,1987,1,0,0,desktop,0,0
51.29,66,1447,5,0,0,mobile,1,0
135.99,43,2584,1,0,0,mobile,1,0
100.09,50,1750,2,0,0,mobile,0,0
37.28,54,2118,2,1,0,tablet,1,0
253.07,65,1904,1,0,0,desktop,1,0
191.6,32,2264,2,0,0,desktop,1,0
128.91,19,1078,2,0,1,mobile,1,0
228.12,58,2854,2,0,0,mobile,1,0
242.35,24,2378,2,0,0,mobile,1,0
147.87,49,848,3,0,0,mobile,1,0
217.69,21,1312,0,0,0,desktop,1,0
143.47,37,2093,4,0,0,mobile,0,0
136.78,67,2877,1,0,0,desktop,0,0
115.67,53,2246,0,0,0,mobile,0,0
167.67,49,1240,1,0,0,mobile,0,0
20.72,45,1505,0,0,1,desktop,1,0
255.31,30,1333,1,1,0,mobile,0,0
246.54,18,2944,1,0,1,desktop,1,0
3.56,52,2380,2,0,1,mobile,1,0
209.72,65,696,2,0,0,desktop,0,0
16.56,47,27,0,0,0,tablet,0,0
48.98,53,2366,2,0,0,mobile,1,0
163.28,42,2413,2,0,1,mobile,0,0
21.03,33,960,3,0,0,mobile,1,0
204.43,36,1527,5,0,0,desktop,1,0
214.15,18,1869,2,0,0,mobile,1,0
84.98,22,373,1,0,0,mobile,1,0
0.77,68,1950,2,0,0,desktop,1,0
40.6,39,245,0,0,0,desktop,1,0
115.14,41,1841,5,0,1,tablet,0,0
476.78,60,1677,1,0,0,mobile,1,0
119.9,62,2526,1,1,1,mobile,1,1
36.1,69,125,1,0,0,desktop,1,0
120.62,54,537,2,0,1,mobile,1,1
93.18,53,2754,1,0,0,desktop,1,0
181.61,53,1920,3,1,0,desktop,1,0
13.58,21,1636,4,0,0,mobile,0,0
171.77,53,1426,2,0,0,mobile,1,0
93.51,69,1541,2,1,1,mobile,0,0
395.59,35,531,2,0,0,mobile,0,0
50.2,67,2834,2,0,0,mobile,1,0
120.16,33,254,1,0,0,desktop,0,0
322.64,58,2169,2,0,0,mobile,1,0
12.98,35,661,2,0,0,mobile,1,0
332.19,39,1802,2,1,0,mobile,1,0
139.73,19,1061,5,0,0,mobile,0,0
8.43,38,1366,2,0,0,mobile,0,0
42.97,53,1037,3,0,1,mobile,1,0
147.79,61,1207,0,0,0,mobile,1,0
8.37,56,2136,2,0,0,mobile,0,0
104.72,64,2094,2,0,0,mobile,0,0
50.94,56,1143,1,0,0,desktop,0,0
116.4,46,2981,2,0,0,mobile,0,0
5.62,43,1555,1,0,0,mobile,1,0
246.25,38,1756,2,0,1,tablet,1,0
435.62,34,1966,4,0,0,desktop,1,0
416.38,33,745,3,0,0,mobile,1,0
166.19,48,1630,1,0,0,mobile,0,0
16.72,68,967,3,0,0,desktop,1,0
170.39,26,763,3,0,1,mobile,1,0
2.99,48,2810,4,0,1,mobile,0,0
2.68,31,794,3,0,0,mobile,0,0
46.92,66,744,1,0,0,tablet,1,0
80.48,54,1070,2,0,0,mobile,0,0
176.57,19,1532,2,0,0,mobile,1,0
137.97,69,558,2,0,0,mobile,1,0
70.85,65,1995,3,0,0,mobile,0,0
38.36,63,526,2,0,0,mobile,0,0
702.18,31,2645,0,0,0,tablet,0,0
66.65,50,840,1,0,0,mobile,1,0
72.04,52,3,1,0,0,tablet,0,0
21.44,56,1052,1,1,0,mobile,1,0
190.06,64,1405,1,0,0,mobile,1,0
141.98,68,157,3,0,0,mobile,0,0
29.93,37,2903,0,0,0,mobile,1,0
10.32,19,1938,2,0,0,mobile,1,0
136.92,68,1955,1,0,0,desktop,0,0
127.54,58,511,2,0,0,mobile,1,0
38.3,36,687,1,0,0,mobile,1,0
361.58,54,1138,1,0,0,desktop,0,0
19.65,35,1413,1,0,0,mobile,0,0
67.95,33,1511,2,0,0,mobile,0,0
345.07,21,571,2,0,0,mobile,0,0
65.31,29,715,2,0,0,mobile,0,0
122.11,46,1339,2,0,0,desktop,1,0
